,公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
42,4915,致伸,2596723,3620953,2501980,-28.28,3.78,2596723,2501980,3.78
43,4938,和碩,22236577,19366317,26412583,14.82,-15.81,22236577,26412583,-15.81
44,6117,迎廣科技,249552,251329,217912,-0.7,14.51,249552,217912,14.51
45,6128,上福全球,123669,130911,121872,-5.53,1.47,123669,121872,1.47
46,6166,凌華科技,315608,262797,205381,20.09,53.66,315608,205381,53.66
47,6172,互億科技,27371,14932,83318,83.3,-67.14,27371,83318,-67.14
48,6206,飛捷,220191,183706,181491,19.86,21.32,220191,181491,21.32
49,6230,超眾,228064,263891,232716,-13.57,-1.99,228064,232716,-1.99
50,6235,華孚科技,11482,7696,29316,49.19,-60.83,11482,29316,-60.83
51,6277,宏正科,184676,238236,212206,-22.48,-12.97,184676,212206,-12.97
52,8008,建興電,3592627,3698602,3659994,-2.86,-1.84,3592627,3659994,-1.84
53,8114,振樺電子,116446,148149,110242,-21.39,5.62,116446,110242,5.62
54,8210,勤誠興業,168484,204455,184321,-17.59,-8.59,168484,184321,-8.59
55,9912,偉聯,42964,37675,38318,14.03,12.12,42964,38318,12.12
0,2323,中環,1160595,1206617,1514300,-3.81,-23.35,1160595,1514300,-23.35
1,2340,光磊,679373,694230,601575,-2.14,12.93,679373,601575,12.93
2,2349,錸德科技,1104269,1423883,1236594,-22.44,-10.7,1104269,1236594,-10.7
3,2374,佳能,2728828,3084521,2646751,-11.53,3.1,2728828,2646751,3.1
4,2384,勝華科技,6932172,7643907,2186668,-9.31,217.01,6932172,2186668,217.01
5,2393,億光電子,1175635,1298436,1160491,-9.45,1.3,1175635,1160491,1.3
6,2406,國碩科技,116893,112567,112330,3.84,4.06,116893,112330,4.06
7,2409,友達,28341220,28155506,36259625,0.65,-21.83,28341220,36259625,-21.83
8,2426,鼎元,261459,258645,271455,1.08,-3.68,261459,271455,-3.68
9,2443,新利虹,96085,96398,149247,-0.32,-35.62,96085,149247,-35.62
10,2448,晶電,1388350,1439375,1300578,-3.54,6.74,1388350,1300578,6.74
11,2466,冠西電,103198,107257,106730,-3.78,-3.3,103198,106730,-3.3
12,2475,華映,4913305,4533602,6303148,8.37,-22.04,4913305,6303148,-22.04
13,2486,一詮精密,306503,268446,321865,14.17,-4.77,306503,321865,-4.77
14,2489,瑞軒,3500441,8559318,4254684,-59.1,-17.72,3500441,4254684,-17.72
15,2491,吉祥全,27841,26295,23268,5.87,19.65,27841,23268,19.65
16,2499,東貝光電,532239,511463,347682,4.06,53.08,532239,347682,53.08
17,3008,大立光,1006078,988732,636613,1.75,58.03,1006078,636613,58.03
18,3019,亞洲光學,290615,307499,181543,-5.49,60.08,290615,181543,60.08
19,3024,憶聲電子,16824,37919,44374,-55.63,-62.08,16824,44374,-62.08
20,3031,佰鴻工業,359430,414492,346869,-13.28,3.62,359430,346869,3.62
21,3038,全台,422369,321358,291763,31.43,44.76,422369,291763,44.76
22,3049,和鑫,417139,564505,451020,-26.1,-7.51,417139,451020,-7.51
23,3050,鈺德科技,107825,93336,99529,15.52,8.33,107825,99529,8.33
24,3051,力特光電,441566,348691,458452,26.63,-3.68,441566,458452,-3.68
25,3059,華晶科技,1085766,1682410,1067108,-35.46,1.74,1085766,1067108,1.74
26,3061,璨圓光電,354754,295820,203977,19.92,73.91,354754,203977,73.91
27,3149,正達國際,404131,348499,117651,15.96,243.49,404131,117651,243.49
28,3356,奇偶科技,98847,99713,76618,-0.86,29.01,98847,76618,29.01
29,3383,新世紀,343662,342501,145874,0.33,135.58,343662,145874,135.58
30,3406,玉晶光,527999,762864,106359,-30.78,396.43,527999,106359,396.43
31,3454,晶睿,153191,156868,103006,-2.34,48.72,153191,103006,48.72
32,3481,群創光電,39988546,44142542,16109639,-9.41,148.22,39988546,16109639,148.22
33,3504,揚明光學,405057,348306,246761,16.29,64.14,405057,246761,64.14
34,3514,昱晶能源,2075275,2364434,1875565,-12.22,10.64,2075275,1875565,10.64
35,3535,晶彩科,19725,47855,60822,-58.78,-67.56,19725,60822,-67.56
36,3536,誠創科技,50376,52903,89070,-4.77,-43.44,50376,89070,-43.44
37,3557,嘉威光電,154594,109405,192549,41.3,-19.71,154594,192549,-19.71
38,3561,昇陽科,1621310,1424771,533187,13.79,204.07,1621310,533187,204.07
39,3573,穎台,428017,375799,346989,13.89,23.35,428017,346989,23.35
40,3576,新日光,2439522,2307164,975562,5.73,150.06,2439522,975562,150.06
41,3584,介面光電,326353,486391,409055,-32.9,-20.21,326353,409055,-20.21
42,3591,艾笛森,221653,191169,205803,15.94,7.7,221653,205803,7.7
43,3593,力銘,379554,330025,385632,15.0,-1.57,379554,385632,-1.57
44,3599,旺能,1082851,1069435,487788,1.25,121.99,1082851,487788,121.99
45,3622,洋華,1258607,1230881,1112971,2.25,13.08,1258607,1112971,13.08
46,3669,圓展,150747,142792,241423,5.57,-37.55,150747,241423,-37.55
47,3698,隆達,480978,659816,396300,-27.1,21.36,480978,396300,21.36
48,4934,太極能源,470259,557840,166499,-15.7,182.43,470259,166499,182.43
49,4942,嘉彰,86397,66344,105362,30.22,-17.99,86397,105362,-17.99
50,4956,光鋐,84032,90779,54122,-7.43,55.26,84032,54122,55.26
51,4960,奇美材料,1524757,1452587,1045714,4.96,45.81,1524757,1045714,45.81
52,4976,佳凌,93161,99950,42955,-6.79,116.88,93161,42955,116.88
53,5234,達興,243889,232536,221412,4.88,10.15,243889,221412,10.15
54,5484,慧友電子,121853,137821,180819,-11.58,-32.61,121853,180819,-32.61
55,6116,彩晶,3845326,3399551,4995420,13.11,-23.02,3845326,4995420,-23.02
56,6120,輔祥,1603486,1276709,1114773,25.59,43.83,1603486,1114773,43.83
57,6131,悠克電子,74743,134225,127443,-44.31,-41.35,74743,127443,-41.35
58,6164,華興電子,100240,95311,99208,5.17,1.04,100240,99208,1.04
59,6168,宏齊科技,398998,260392,298400,53.22,33.71,398998,298400,33.71
60,6176,瑞儀光電,308677,303129,221024,1.83,39.65,308677,221024,39.65
61,6209,今國光學,289351,301527,176439,-4.03,63.99,289351,176439,63.99
62,6225,天瀚,75679,-9095,74117,932.09,2.1,75679,74117,2.1
63,6226,光鼎電子,56217,72589,63630,-22.55,-11.65,56217,63630,-11.65
64,6278,台表科,279253,363254,411172,-23.12,-32.08,279253,411172,-32.08
65,6289,華上光電,88038,90417,102108,-2.63,-13.77,88038,102108,-13.77
66,8072,陞泰,268522,270746,243100,-0.82,10.45,268522,243100,10.45
67,8105,凌巨,1142328,1029451,983979,10.96,16.09,1142328,983979,16.09
68,8215,明基材料,1714482,1533496,1500791,11.8,14.23,1714482,1500791,14.23
0,2314,台揚科技,626010,630828,552540,-0.76,13.29,626010,552540,13.29
1,2321,東訊,576240,713137,594779,-19.19,-3.11,576240,594779,-3.11
2,2332,友訊科技,237796,214402,247206,10.91,-3.8,237796,247206,-3.8
3,2345,智邦科技,1232360,2015082,1153794,-38.84,6.8,1232360,1153794,6.8
4,2402,毅嘉科技,234656,215312,165312,8.98,41.94,234656,165312,41.94
5,2412,中華電,16205597,16090038,15599186,0.71,3.88,16205597,15599186,3.88
6,2419,仲琦,465789,757391,346961,-38.5,34.24,465789,346961,34.24
7,2439,美律,446822,542831,410728,-17.68,8.78,446822,410728,8.78
8,2444,友旺科技,193848,204105,184439,-5.02,5.1,193848,184439,5.1
9,2450,神腦,2129132,1950380,1506652,9.16,41.31,2129132,1506652,41.31
10,2455,全新,185756,159775,115988,16.26,60.15,185756,115988,60.15
11,2485,兆赫電子,860160,898477,825661,-4.26,4.17,860160,825661,4.17
12,2496,卓越成功,4130,-3301,9703,225.11,-57.43,4130,9703,-57.43
13,2498,宏達電,34654934,33537318,11120974,3.33,211.61,34654934,11120974,211.61
14,3025,星通,50154,57369,53534,-12.57,-6.31,50154,53534,-6.31
15,3027,盛達電業,77738,127683,126877,-39.11,-38.72,77738,126877,-38.72
16,3045,台灣大,5102956,5113503,4754668,-0.2,7.32,5102956,4754668,7.32
17,3047,訊舟科技,313569,228964,310595,36.95,0.95,313569,310595,0.95
18,3062,建漢科技,974969,1094693,1025085,-10.93,-4.88,974969,1025085,-4.88
19,3311,閎暉,447689,478913,365458,-6.51,22.5,447689,365458,22.5
20,3380,明泰科技,2129592,2242747,1584842,-5.04,34.37,2129592,1584842,34.37
21,3419,譁裕實業,110461,125426,127220,-11.93,-13.17,110461,127220,-13.17
22,3596,智易科技,1383353,1301487,1275014,6.29,8.49,1383353,1275014,8.49
23,3694,海華科技,409455,416068,476927,-1.58,-14.14,409455,476927,-14.14
24,3704,合勤控,247344,283537,0,-12.76,,247344,0,
25,4904,遠傳,5068673,5037421,4734718,0.62,7.05,5068673,4734718,7.05
26,4906,正文,1892137,2136357,1323858,-11.43,42.92,1892137,1323858,42.92
27,5388,中磊電子,959836,1068853,553379,-10.19,73.45,959836,553379,73.45
28,6136,富爾特,107078,76377,86204,40.19,24.21,107078,86204,24.21
29,6142,友勁科技,1023992,1154719,1076431,-11.32,-4.87,1023992,1076431,-4.87
30,6152,百一電子,756685,856503,372936,-11.65,102.89,756685,372936,102.89
31,6216,居易,64724,62888,67750,2.91,-4.46,64724,67750,-4.46
32,6283,淳安電子,35043,58054,60641,-39.63,-42.21,35043,60641,-42.21
33,6285,啟�眲鴔�,2679349,3175556,1371613,-15.62,95.34,2679349,1371613,95.34
34,8011,台通,98740,90245,135926,9.41,-27.35,98740,135926,-27.35
35,8078,華寶通訊,838099,1201752,2149755,-30.26,-61.01,838099,2149755,-61.01
36,8101,華冠通訊,1671170,2200911,796228,-24.06,109.88,1671170,796228,109.88
0,1471,首利,518317,589549,627166,-12.08,-17.35,518317,627166,-17.35
1,1582,信錦,131697,84305,82131,56.21,60.34,131697,82131,60.34
2,2059,川湖,137959,156855,188621,-12.04,-26.85,137959,188621,-26.85
3,2308,台達電,2704571,2847834,2400927,-5.03,12.64,2704571,2400927,12.64
4,2313,華通,1453539,1603012,1214744,-9.32,19.65,1453539,1214744,19.65
5,2316,楠梓電,345342,326280,343690,5.84,0.48,345342,343690,0.48
6,2327,國巨,1002671,946074,952462,5.98,5.27,1002671,952462,5.27
7,2328,廣宇,427054,397101,479567,7.54,-10.95,427054,479567,-10.95
8,2355,敬鵬,1136470,979655,953050,16.0,19.24,1136470,953050,19.24
9,2367,燿華,909942,863458,550411,5.38,65.32,909942,550411,65.32
10,2368,金像電,995812,1039754,1007853,-4.22,-1.19,995812,1007853,-1.19
11,2375,智寶,32502,34852,5042,-6.74,544.62,32502,5042,544.62
12,2383,台光電子,444173,344224,347804,29.03,27.7,444173,347804,27.7
13,2392,正崴,4262536,5085739,2267001,-16.18,88.02,4262536,2267001,88.02
14,2413,環科,286927,355854,292839,-19.36,-2.01,286927,292839,-2.01
15,2415,錩新,64299,85363,59067,-24.67,8.85,64299,59067,8.85
16,2420,新巨,311606,268374,292336,16.1,6.59,311606,292336,6.59
17,2421,建準電機,437072,490706,513007,-10.92,-14.8,437072,513007,-14.8
18,2428,興勤電子,218142,220168,201317,-0.92,8.35,218142,201317,8.35
19,2429,銘旺科,44102,48427,70096,-8.93,-37.08,44102,70096,-37.08
20,2431,聯昌電子,151996,156784,336299,-3.05,-54.8,151996,336299,-54.8
21,2437,旺詮,90963,84846,76289,7.2,19.23,90963,76289,19.23
22,2440,太空梭,172157,191800,184867,-10.24,-6.87,172157,184867,-6.87
23,2456,奇力新,167085,148264,152346,12.69,9.67,167085,152346,9.67
24,2457,飛宏科技,1163752,1421437,975375,-18.12,19.31,1163752,975375,19.31
25,2460,建通精密,194055,159459,238329,21.69,-18.57,194055,238329,-18.57
26,2462,良得電,298100,269630,287788,10.55,3.58,298100,287788,3.58
27,2467,志聖工業,196688,237614,121467,-17.22,61.92,196688,121467,61.92
28,2472,立隆電子,307838,321499,322312,-4.24,-4.49,307838,322312,-4.49
29,2476,鉅祥,100524,113191,138228,-11.19,-27.27,100524,138228,-27.27
30,2478,大毅,209990,206049,173691,1.91,20.89,209990,173691,20.89
31,2483,百容,109210,103468,108375,5.54,0.77,109210,108375,0.77
32,2484,希華,188611,173128,155528,8.94,21.27,188611,155528,21.27
33,2492,華新科,661546,550881,656652,20.08,0.74,661546,656652,0.74
34,2493,揚博科技,192142,214338,103691,-10.35,85.3,192142,103691,85.3
35,3003,健和興,180598,221901,139805,-18.61,29.17,180598,139805,29.17
36,3011,今皓,74513,75276,65100,-1.01,14.45,74513,65100,14.45
37,3015,全漢,1210799,1191284,1357858,1.63,-10.83,1210799,1357858,-10.83
38,3023,信邦電子,202645,173399,160901,16.86,25.94,202645,160901,25.94
39,3026,禾伸堂,1287182,1218829,1031599,5.6,24.77,1287182,1031599,24.77
40,3032,偉訓科技,140166,177278,145692,-20.93,-3.79,140166,145692,-3.79
41,3037,欣興電子,4120532,4218427,3560272,-2.32,15.73,4120532,3560272,15.73
42,3042,晶技,748269,744588,616840,0.49,21.3,748269,616840,21.3
43,3044,健鼎科技,401825,454649,358747,-11.61,12.0,401825,358747,12.0
