,公司代號,公司名稱,當月營收,上月營收,去年當月營收,上月比較增減(%),去年同月增減(%),當月累計營收,去年累計營收,前期比較增減(%)
28,3014,聯陽,370225,317392,434058,16.64,-14.7,370225,434058,-14.7
29,3016,嘉晶,81931,69595,64952,17.72,26.14,81931,64952,26.14
30,3034,聯詠,3026249,3018101,2905976,0.26,4.13,3026249,2905976,4.13
31,3035,智原,447227,445767,470118,0.32,-4.86,447227,470118,-4.86
32,3041,揚智,277475,284756,446103,-2.55,-37.8,277475,446103,-37.8
33,3054,萬國科技,95499,108630,53036,-12.08,80.06,95499,53036,80.06
34,3094,聯傑國際,30677,34911,48146,-12.12,-36.28,30677,48146,-36.28
35,3189,景碩科技,1383720,1328143,968011,4.18,42.94,1383720,968011,42.94
36,3257,虹冠電,45156,44094,42413,2.4,6.46,45156,42413,6.46
37,3443,創意電子,764968,851006,719602,-10.11,6.3,764968,719602,6.3
38,3474,華亞科,3221886,3115568,4018940,3.41,-19.83,3221886,4018940,-19.83
39,3519,綠能,2067631,2051933,1059564,0.76,95.13,2067631,1059564,95.13
40,3532,台勝科,747806,754052,689592,-0.82,8.44,747806,689592,8.44
41,3545,旭曜,416139,374711,433505,11.05,-4.0,416139,433505,-4.0
42,3559,全智科,94917,98779,81334,-3.9,16.7,94917,81334,16.7
43,3579,尚志,51076,51191,41851,-0.22,22.04,51076,41851,22.04
44,3583,辛耘,89419,408226,42629,-78.09,109.76,89419,42629,109.76
45,3588,通嘉,84273,75332,95264,11.86,-11.53,84273,95264,-11.53
46,3598,奕力,580565,560687,365108,3.54,59.01,580565,365108,59.01
47,3686,達能,468750,461892,171949,1.48,172.6,468750,171949,172.6
48,4919,新唐科技,545794,527303,602730,3.5,-9.44,545794,602730,-9.44
49,4952,凌通科技,205435,229457,193046,-10.46,6.41,205435,193046,6.41
50,5305,敦南科技,614465,618097,761329,-0.58,-19.29,614465,761329,-19.29
51,5471,松翰科技,255619,279229,343745,-8.45,-25.63,255619,343745,-25.63
52,6145,勁永國際,727161,662052,2571246,9.83,-71.71,727161,2571246,-71.71
53,6202,盛群,272359,220626,316129,23.44,-13.84,272359,316129,-13.84
54,6239,力成,3159009,3274276,2843267,-3.52,11.1,3159009,2843267,11.1
55,6243,迅杰,93315,106101,138322,-12.05,-32.53,93315,138322,-32.53
56,6257,矽格,368179,362290,345021,1.62,6.71,368179,345021,6.71
57,6271,同欣電子,552343,577260,324498,-4.31,70.21,552343,324498,70.21
58,6286,立錡,941080,807859,922780,16.49,1.98,941080,922780,1.98
59,8016,矽創電子,324199,356275,450672,-9.0,-28.06,324199,450672,-28.06
60,8081,致新,469613,368025,428296,27.6,9.64,469613,428296,9.64
61,8110,華東,660891,765968,550095,-13.71,20.14,660891,550095,20.14
62,8131,福懋科技,1013882,1190521,956190,-14.83,6.03,1013882,956190,6.03
63,8261,富鼎,277743,310518,314458,-10.55,-11.67,277743,314458,-11.67
64,8271,宇瞻科技,847627,706296,1338622,20.01,-36.67,847627,1338622,-36.67
65,2301,光寶科技,8024366,8255719,8331063,-2.8,-3.68,8024366,8331063,-3.68
66,2305,全友電腦,14290,12405,31194,15.19,-54.18,14290,31194,-54.18
67,2315,神達電腦,3036537,3622687,4354284,-16.17,-30.26,3036537,4354284,-30.26
68,2324,仁寶電腦,52972697,60286104,72954853,-12.13,-27.38,52972697,72954853,-27.38
69,2331,精英,4757168,5612940,3599125,-15.24,32.17,4757168,3599125,32.17
70,2352,佳世達,6069999,5963818,4707969,1.78,28.93,6069999,4707969,28.93
71,2353,宏��,33362239,34784676,51100247,-4.08,-34.71,33362239,51100247,-34.71
72,2356,英業達,27625908,29048252,28226511,-4.89,-2.12,27625908,28226511,-2.12
73,2357,華碩,19858286,22002631,22692501,-9.74,-12.48,19858286,22692501,-12.48
74,2358,美格,107126,52264,109194,104.97,-1.89,107126,109194,-1.89
75,2361,鴻友科技,68855,95909,50610,-28.2,36.05,68855,50610,36.05
76,2362,藍天,921255,1430142,894916,-35.58,2.94,921255,894916,2.94
77,2364,倫飛電腦,136803,198788,113902,-31.18,20.1,136803,113902,20.1
78,2365,昆盈企業,666953,722103,691109,-7.63,-3.49,666953,691109,-3.49
79,2376,技嘉,5006998,3769757,5500281,32.82,-8.96,5006998,5500281,-8.96
80,2377,微星科技,6907521,6663077,7338903,3.66,-5.87,6907521,7338903,-5.87
81,2380,虹光精密,231743,284124,213132,-18.43,8.73,231743,213132,8.73
82,2382,廣達,74500544,93420095,76398462,-20.25,-2.48,74500544,76398462,-2.48
83,2385,群光電子,1417666,1620380,1416597,-12.51,0.07,1417666,1416597,0.07
84,2387,精元電腦,197010,186018,151579,5.9,29.97,197010,151579,29.97
85,2395,研華,1497829,1423034,1066166,5.25,40.48,1497829,1066166,40.48
86,2397,友通資訊,138045,130567,144765,5.72,-4.64,138045,144765,-4.64
87,2399,映泰,664347,523052,572503,27.01,16.04,664347,572503,16.04
88,2405,浩鑫,184916,228787,190195,-19.17,-2.77,184916,190195,-2.77
89,2417,圓剛,161241,150990,312620,6.78,-48.42,161241,312620,-48.42
90,2424,隴華電子,17776,15074,4466,17.92,298.02,17776,4466,298.02
91,2438,英誌企業,7044,6401,5870,10.04,20.0,7044,5870,20.0
92,2442,新美齊,16350,343047,668273,-95.23,-97.55,16350,668273,-97.55
93,2465,麗臺科技,212937,175831,213416,21.1,-0.22,212937,213416,-0.22
94,2474,可成科技,679327,727580,67778,-6.63,902.28,679327,67778,902.28
95,3002,歐格電子,45227,44574,56930,1.46,-20.55,45227,56930,-20.55
96,3005,神基科技,436690,568189,396073,-23.14,10.25,436690,396073,10.25
97,3013,晟銘電子,294544,295556,365559,-0.34,-19.42,294544,365559,-19.42
98,3017,奇鋐科技,847272,727204,904941,16.51,-6.37,847272,904941,-6.37
99,3022,威達電,601047,363544,306745,65.32,95.94,601047,306745,95.94
100,3046,建��,128808,204505,107698,-37.01,19.6,128808,107698,19.6
101,3057,喬鼎資訊,89124,102582,79615,-13.11,11.94,89124,79615,11.94
102,3060,銘異,474466,509839,609201,-6.93,-22.11,474466,609201,-22.11
103,3231,緯創,40115952,48872017,45468637,-17.91,-11.77,40115952,45468637,-11.77
104,3494,誠研科技,104777,123968,110019,-15.48,-4.76,104777,110019,-4.76
105,3515,華擎,994062,703129,916194,41.37,8.49,994062,916194,8.49
106,3701,大眾投控,3631,3881,4090,-6.44,-11.22,3631,4090,-11.22
107,4915,致伸,2596723,3620953,2501980,-28.28,3.78,2596723,2501980,3.78
108,4938,和碩,22236577,19366317,26412583,14.82,-15.81,22236577,26412583,-15.81
109,6117,迎廣科技,249552,251329,217912,-0.7,14.51,249552,217912,14.51
110,6128,上福全球,123669,130911,121872,-5.53,1.47,123669,121872,1.47
111,6166,凌華科技,315608,262797,205381,20.09,53.66,315608,205381,53.66
112,6172,互億科技,27371,14932,83318,83.3,-67.14,27371,83318,-67.14
113,6206,飛捷,220191,183706,181491,19.86,21.32,220191,181491,21.32
114,6230,超眾,228064,263891,232716,-13.57,-1.99,228064,232716,-1.99
115,6235,華孚科技,11482,7696,29316,49.19,-60.83,11482,29316,-60.83
116,6277,宏正科,184676,238236,212206,-22.48,-12.97,184676,212206,-12.97
117,8008,建興電,3592627,3698602,3659994,-2.86,-1.84,3592627,3659994,-1.84
118,8114,振樺電子,116446,148149,110242,-21.39,5.62,116446,110242,5.62
119,8210,勤誠興業,168484,204455,184321,-17.59,-8.59,168484,184321,-8.59
120,9912,偉聯,42964,37675,38318,14.03,12.12,42964,38318,12.12
121,2323,中環,1160595,1206617,1514300,-3.81,-23.35,1160595,1514300,-23.35
122,2340,光磊,679373,694230,601575,-2.14,12.93,679373,601575,12.93
123,2349,錸德科技,1104269,1423883,1236594,-22.44,-10.7,1104269,1236594,-10.7
124,2374,佳能,2728828,3084521,2646751,-11.53,3.1,2728828,2646751,3.1
125,2384,勝華科技,6932172,7643907,2186668,-9.31,217.01,6932172,2186668,217.01
126,2393,億光電子,1175635,1298436,1160491,-9.45,1.3,1175635,1160491,1.3
127,2406,國碩科技,116893,112567,112330,3.84,4.06,116893,112330,4.06
128,2409,友達,28341220,28155506,36259625,0.65,-21.83,28341220,36259625,-21.83
129,2426,鼎元,261459,258645,271455,1.08,-3.68,261459,271455,-3.68
130,2443,新利虹,96085,96398,149247,-0.32,-35.62,96085,149247,-35.62
131,2448,晶電,1388350,1439375,1300578,-3.54,6.74,1388350,1300578,6.74
132,2466,冠西電,103198,107257,106730,-3.78,-3.3,103198,106730,-3.3
133,2475,華映,4913305,4533602,6303148,8.37,-22.04,4913305,6303148,-22.04
134,2486,一詮精密,306503,268446,321865,14.17,-4.77,306503,321865,-4.77
135,2489,瑞軒,3500441,8559318,4254684,-59.1,-17.72,3500441,4254684,-17.72
136,2491,吉祥全,27841,26295,23268,5.87,19.65,27841,23268,19.65
137,2499,東貝光電,532239,511463,347682,4.06,53.08,532239,347682,53.08
138,3008,大立光,1006078,988732,636613,1.75,58.03,1006078,636613,58.03
139,3019,亞洲光學,290615,307499,181543,-5.49,60.08,290615,181543,60.08
140,3024,憶聲電子,16824,37919,44374,-55.63,-62.08,16824,44374,-62.08
141,3031,佰鴻工業,359430,414492,346869,-13.28,3.62,359430,346869,3.62
142,3038,全台,422369,321358,291763,31.43,44.76,422369,291763,44.76
143,3049,和鑫,417139,564505,451020,-26.1,-7.51,417139,451020,-7.51
144,3050,鈺德科技,107825,93336,99529,15.52,8.33,107825,99529,8.33
145,3051,力特光電,441566,348691,458452,26.63,-3.68,441566,458452,-3.68
146,3059,華晶科技,1085766,1682410,1067108,-35.46,1.74,1085766,1067108,1.74
147,3061,璨圓光電,354754,295820,203977,19.92,73.91,354754,203977,73.91
148,3149,正達國際,404131,348499,117651,15.96,243.49,404131,117651,243.49
149,3356,奇偶科技,98847,99713,76618,-0.86,29.01,98847,76618,29.01
150,3383,新世紀,343662,342501,145874,0.33,135.58,343662,145874,135.58
151,3406,玉晶光,527999,762864,106359,-30.78,396.43,527999,106359,396.43
152,3454,晶睿,153191,156868,103006,-2.34,48.72,153191,103006,48.72
153,3481,群創光電,39988546,44142542,16109639,-9.41,148.22,39988546,16109639,148.22
154,3504,揚明光學,405057,348306,246761,16.29,64.14,405057,246761,64.14
155,3514,昱晶能源,2075275,2364434,1875565,-12.22,10.64,2075275,1875565,10.64
156,3535,晶彩科,19725,47855,60822,-58.78,-67.56,19725,60822,-67.56
157,3536,誠創科技,50376,52903,89070,-4.77,-43.44,50376,89070,-43.44
158,3557,嘉威光電,154594,109405,192549,41.3,-19.71,154594,192549,-19.71
159,3561,昇陽科,1621310,1424771,533187,13.79,204.07,1621310,533187,204.07
160,3573,穎台,428017,375799,346989,13.89,23.35,428017,346989,23.35
161,3576,新日光,2439522,2307164,975562,5.73,150.06,2439522,975562,150.06
162,3584,介面光電,326353,486391,409055,-32.9,-20.21,326353,409055,-20.21
163,3591,艾笛森,221653,191169,205803,15.94,7.7,221653,205803,7.7
164,3593,力銘,379554,330025,385632,15.0,-1.57,379554,385632,-1.57
165,3599,旺能,1082851,1069435,487788,1.25,121.99,1082851,487788,121.99
166,3622,洋華,1258607,1230881,1112971,2.25,13.08,1258607,1112971,13.08
167,3669,圓展,150747,142792,241423,5.57,-37.55,150747,241423,-37.55
168,3698,隆達,480978,659816,396300,-27.1,21.36,480978,396300,21.36
169,4934,太極能源,470259,557840,166499,-15.7,182.43,470259,166499,182.43
170,4942,嘉彰,86397,66344,105362,30.22,-17.99,86397,105362,-17.99
171,4956,光鋐,84032,90779,54122,-7.43,55.26,84032,54122,55.26
172,4960,奇美材料,1524757,1452587,1045714,4.96,45.81,1524757,1045714,45.81
173,4976,佳凌,93161,99950,42955,-6.79,116.88,93161,42955,116.88
174,5234,達興,243889,232536,221412,4.88,10.15,243889,221412,10.15
175,5484,慧友電子,121853,137821,180819,-11.58,-32.61,121853,180819,-32.61
176,6116,彩晶,3845326,3399551,4995420,13.11,-23.02,3845326,4995420,-23.02
177,6120,輔祥,1603486,1276709,1114773,25.59,43.83,1603486,1114773,43.83
178,6131,悠克電子,74743,134225,127443,-44.31,-41.35,74743,127443,-41.35
179,6164,華興電子,100240,95311,99208,5.17,1.04,100240,99208,1.04
180,6168,宏齊科技,398998,260392,298400,53.22,33.71,398998,298400,33.71
181,6176,瑞儀光電,308677,303129,221024,1.83,39.65,308677,221024,39.65
182,6209,今國光學,289351,301527,176439,-4.03,63.99,289351,176439,63.99
183,6225,天瀚,75679,-9095,74117,932.09,2.1,75679,74117,2.1
184,6226,光鼎電子,56217,72589,63630,-22.55,-11.65,56217,63630,-11.65
185,6278,台表科,279253,363254,411172,-23.12,-32.08,279253,411172,-32.08
186,6289,華上光電,88038,90417,102108,-2.63,-13.77,88038,102108,-13.77
187,8072,陞泰,268522,270746,243100,-0.82,10.45,268522,243100,10.45
188,8105,凌巨,1142328,1029451,983979,10.96,16.09,1142328,983979,16.09
189,8215,明基材料,1714482,1533496,1500791,11.8,14.23,1714482,1500791,14.23
190,2314,台揚科技,626010,630828,552540,-0.76,13.29,626010,552540,13.29
191,2321,東訊,576240,713137,594779,-19.19,-3.11,576240,594779,-3.11
192,2332,友訊科技,237796,214402,247206,10.91,-3.8,237796,247206,-3.8
193,2345,智邦科技,1232360,2015082,1153794,-38.84,6.8,1232360,1153794,6.8
194,2402,毅嘉科技,234656,215312,165312,8.98,41.94,234656,165312,41.94
195,2412,中華電,16205597,16090038,15599186,0.71,3.88,16205597,15599186,3.88
196,2419,仲琦,465789,757391,346961,-38.5,34.24,465789,346961,34.24
197,2439,美律,446822,542831,410728,-17.68,8.78,446822,410728,8.78
198,2444,友旺科技,193848,204105,184439,-5.02,5.1,193848,184439,5.1
199,2450,神腦,2129132,1950380,1506652,9.16,41.31,2129132,1506652,41.31
200,2455,全新,185756,159775,115988,16.26,60.15,185756,115988,60.15
201,2485,兆赫電子,860160,898477,825661,-4.26,4.17,860160,825661,4.17
202,2496,卓越成功,4130,-3301,9703,225.11,-57.43,4130,9703,-57.43
203,2498,宏達電,34654934,33537318,11120974,3.33,211.61,34654934,11120974,211.61
204,3025,星通,50154,57369,53534,-12.57,-6.31,50154,53534,-6.31
205,3027,盛達電業,77738,127683,126877,-39.11,-38.72,77738,126877,-38.72
206,3045,台灣大,5102956,5113503,4754668,-0.2,7.32,5102956,4754668,7.32
207,3047,訊舟科技,313569,228964,310595,36.95,0.95,313569,310595,0.95
208,3062,建漢科技,974969,1094693,1025085,-10.93,-4.88,974969,1025085,-4.88
209,3311,閎暉,447689,478913,365458,-6.51,22.5,447689,365458,22.5
210,3380,明泰科技,2129592,2242747,1584842,-5.04,34.37,2129592,1584842,34.37
211,3419,譁裕實業,110461,125426,127220,-11.93,-13.17,110461,127220,-13.17
212,3596,智易科技,1383353,1301487,1275014,6.29,8.49,1383353,1275014,8.49
213,3694,海華科技,409455,416068,476927,-1.58,-14.14,409455,476927,-14.14
214,3704,合勤控,247344,283537,0,-12.76,,247344,0,
215,4904,遠傳,5068673,5037421,4734718,0.62,7.05,5068673,4734718,7.05
216,4906,正文,1892137,2136357,1323858,-11.43,42.92,1892137,1323858,42.92
217,5388,中磊電子,959836,1068853,553379,-10.19,73.45,959836,553379,73.45
218,6136,富爾特,107078,76377,86204,40.19,24.21,107078,86204,24.21
219,6142,友勁科技,1023992,1154719,1076431,-11.32,-4.87,1023992,1076431,-4.87
220,6152,百一電子,756685,856503,372936,-11.65,102.89,756685,372936,102.89
221,6216,居易,64724,62888,67750,2.91,-4.46,64724,67750,-4.46
222,6283,淳安電子,35043,58054,60641,-39.63,-42.21,35043,60641,-42.21
223,6285,啟�眲鴔�,2679349,3175556,1371613,-15.62,95.34,2679349,1371613,95.34
224,8011,台通,98740,90245,135926,9.41,-27.35,98740,135926,-27.35
225,8078,華寶通訊,838099,1201752,2149755,-30.26,-61.01,838099,2149755,-61.01
226,8101,華冠通訊,1671170,2200911,796228,-24.06,109.88,1671170,796228,109.88
227,1471,首利,518317,589549,627166,-12.08,-17.35,518317,627166,-17.35
228,1582,信錦,131697,84305,82131,56.21,60.34,131697,82131,60.34
229,2059,川湖,137959,156855,188621,-12.04,-26.85,137959,188621,-26.85
230,2308,台達電,2704571,2847834,2400927,-5.03,12.64,2704571,2400927,12.64
231,2313,華通,1453539,1603012,1214744,-9.32,19.65,1453539,1214744,19.65
232,2316,楠梓電,345342,326280,343690,5.84,0.48,345342,343690,0.48
233,2327,國巨,1002671,946074,952462,5.98,5.27,1002671,952462,5.27
234,2328,廣宇,427054,397101,479567,7.54,-10.95,427054,479567,-10.95
235,2355,敬鵬,1136470,979655,953050,16.0,19.24,1136470,953050,19.24
236,2367,燿華,909942,863458,550411,5.38,65.32,909942,550411,65.32
237,2368,金像電,995812,1039754,1007853,-4.22,-1.19,995812,1007853,-1.19
238,2375,智寶,32502,34852,5042,-6.74,544.62,32502,5042,544.62
239,2383,台光電子,444173,344224,347804,29.03,27.7,444173,347804,27.7
240,2392,正崴,4262536,5085739,2267001,-16.18,88.02,4262536,2267001,88.02
241,2413,環科,286927,355854,292839,-19.36,-2.01,286927,292839,-2.01
242,2415,錩新,64299,85363,59067,-24.67,8.85,64299,59067,8.85
243,2420,新巨,311606,268374,292336,16.1,6.59,311606,292336,6.59
244,2421,建準電機,437072,490706,513007,-10.92,-14.8,437072,513007,-14.8
245,2428,興勤電子,218142,220168,201317,-0.92,8.35,218142,201317,8.35
246,2429,銘旺科,44102,48427,70096,-8.93,-37.08,44102,70096,-37.08
247,2431,聯昌電子,151996,156784,336299,-3.05,-54.8,151996,336299,-54.8
248,2437,旺詮,90963,84846,76289,7.2,19.23,90963,76289,19.23
249,2440,太空梭,172157,191800,184867,-10.24,-6.87,172157,184867,-6.87
250,2456,奇力新,167085,148264,152346,12.69,9.67,167085,152346,9.67
251,2457,飛宏科技,1163752,1421437,975375,-18.12,19.31,1163752,975375,19.31
252,2460,建通精密,194055,159459,238329,21.69,-18.57,194055,238329,-18.57
253,2462,良得電,298100,269630,287788,10.55,3.58,298100,287788,3.58
254,2467,志聖工業,196688,237614,121467,-17.22,61.92,196688,121467,61.92
255,2472,立隆電子,307838,321499,322312,-4.24,-4.49,307838,322312,-4.49
256,2476,鉅祥,100524,113191,138228,-11.19,-27.27,100524,138228,-27.27
257,2478,大毅,209990,206049,173691,1.91,20.89,209990,173691,20.89
258,2483,百容,109210,103468,108375,5.54,0.77,109210,108375,0.77
259,2484,希華,188611,173128,155528,8.94,21.27,188611,155528,21.27
260,2492,華新科,661546,550881,656652,20.08,0.74,661546,656652,0.74
261,2493,揚博科技,192142,214338,103691,-10.35,85.3,192142,103691,85.3
262,3003,健和興,180598,221901,139805,-18.61,29.17,180598,139805,29.17
263,3011,今皓,74513,75276,65100,-1.01,14.45,74513,65100,14.45
264,3015,全漢,1210799,1191284,1357858,1.63,-10.83,1210799,1357858,-10.83
265,3023,信邦電子,202645,173399,160901,16.86,25.94,202645,160901,25.94
266,3026,禾伸堂,1287182,1218829,1031599,5.6,24.77,1287182,1031599,24.77
267,3032,偉訓科技,140166,177278,145692,-20.93,-3.79,140166,145692,-3.79
268,3037,欣興電子,4120532,4218427,3560272,-2.32,15.73,4120532,3560272,15.73
269,3042,晶技,748269,744588,616840,0.49,21.3,748269,616840,21.3
270,3044,健鼎科技,401825,454649,358747,-11.61,12.0,401825,358747,12.0
271,3058,立德電子,396175,451156,345344,-12.18,14.71,396175,345344,14.71
272,3090,日電貿,180288,158620,197586,13.66,-8.75,180288,197586,-8.75
273,3229,晟鈦,74926,71700,67587,4.49,10.85,74926,67587,10.85
274,3296,勝德國際,233400,231301,305973,0.9,-23.71,233400,305973,-23.71
275,3308,聯德電子,309145,311503,327991,-0.75,-5.74,309145,327991,-5.74
276,3376,新日興,252440,266441,270108,-5.25,-6.54,252440,270108,-6.54
277,3432,台端,68340,83218,173156,-17.87,-60.53,68340,173156,-60.53
278,3501,維熹科技,371986,340158,354506,9.35,4.93,371986,354506,4.93
279,3533,嘉澤端子,556656,577168,545884,-3.55,1.97,556656,545884,1.97
280,3550,聯穎,198207,197647,170534,0.28,16.22,198207,170534,16.22
281,3605,宏致,222876,203628,246486,9.45,-9.57,222876,246486,-9.57
282,3607,谷崧,437748,446247,414641,-1.9,5.57,437748,414641,5.57
283,3645,達邁,86173,63482,60179,35.74,43.19,86173,60179,43.19
284,3653,健策,310264,244310,215245,26.99,44.14,310264,215245,44.14
285,3679,新至陞,226638,374499,229217,-39.48,-1.12,226638,229217,-1.12
286,5469,瀚宇博德,176077,189927,181068,-7.29,-2.75,176077,181068,-2.75
287,6108,競國實業,212947,183673,201414,15.93,5.72,212947,201414,5.72
288,6115,鎰勝,455272,470900,510225,-3.31,-10.77,455272,510225,-10.77
289,6133,金橋科技,76684,90791,73991,-15.53,3.63,76684,73991,3.63
290,6141,柏承科技,80378,86114,92754,-6.66,-13.34,80378,92754,-13.34
291,6153,嘉聯益,561536,639152,524758,-12.14,7.0,561536,524758,7.0
292,6155,鈞寶,45367,44707,55431,1.47,-18.15,45367,55431,-18.15
293,6165,捷泰精密,48685,38789,60823,25.51,-19.95,48685,60823,-19.95
294,6191,精成科技,2486510,2524114,2290394,-1.48,8.56,2486510,2290394,8.56
295,6205,詮欣,144591,109675,126526,31.83,14.27,144591,126526,14.27
296,6213,聯茂,461565,374739,350471,23.16,31.69,461565,350471,31.69
297,6224,聚鼎,101657,95133,77908,6.85,30.48,101657,77908,30.48
298,6251,定穎電子,808674,839090,965597,-3.62,-16.25,808674,965597,-16.25
299,6269,台郡科技,439188,463369,238840,-5.21,83.88,439188,238840,83.88
300,6282,康舒,1469402,1599490,1410013,-8.13,4.21,1469402,1410013,4.21
301,8039,台虹科技,393484,334038,418930,17.79,-6.07,393484,418930,-6.07
302,8046,南電,2855158,3069835,2670888,-6.99,6.89,2855158,2670888,6.89
303,8103,瀚荃,121466,106512,103784,14.03,17.03,121466,103784,17.03
304,8163,達方電子,1008626,933017,1103865,8.1,-8.62,1008626,1103865,-8.62
305,8213,志超,1253510,1171553,1178673,6.99,6.34,1253510,1178673,6.34
306,8249,菱光科技,383005,544671,487943,-29.68,-21.5,383005,487943,-21.5
307,2347,聯強國際,5733223,5203319,4147176,10.18,38.24,5733223,4147176,38.24
308,2348,海悅,26586,32576,34945,-18.38,-23.92,26586,34945,-23.92
309,2359,所羅門,311962,343741,376133,-9.24,-17.06,311962,376133,-17.06
310,2414,精技電腦,1084271,1441924,1219117,-24.8,-11.06,1084271,1219117,-11.06
311,2430,燦坤實業,3123561,2381369,2679004,31.16,16.59,3123561,2679004,16.59
312,2459,敦吉,435354,443405,559465,-1.81,-22.18,435354,559465,-22.18
313,3010,華立,2085181,1979371,1385462,5.34,50.5,2085181,1385462,50.5
314,3028,增你強,2814787,2467100,2126299,14.09,32.37,2814787,2126299,32.37
315,3033,威健,1609583,1568469,1354211,2.62,18.85,1609583,1354211,18.85
316,3036,文曄科技,5342955,4481890,3914956,19.21,36.47,5342955,3914956,36.47
317,3040,遠見,12073,15591,20666,-22.56,-41.58,12073,20666,-41.58
318,3048,益登,2474803,2641559,3326142,-6.31,-25.59,2474803,3326142,-25.59
319,3055,蔚華科技,197640,172556,457854,14.53,-56.83,197640,457854,-56.83
320,3209,全科,922808,672439,650256,37.23,41.91,922808,650256,41.91
321,3312,弘憶國際,962241,1113781,1052945,-13.6,-8.61,962241,1052945,-8.61
322,3315,宣昶,530860,476877,806242,11.32,-34.15,530860,806242,-34.15
323,3702,大聯大,424630,488106,508328,-13.0,-16.46,424630,508328,-16.46
324,5434,崇越科技,1168589,1112916,802985,5.0,45.53,1168589,802985,45.53
325,6189,豐藝電子,1506853,1594598,1526913,-5.5,-1.31,1506853,1526913,-1.31
326,6281,全國電,1382175,902600,1045437,53.13,32.21,1382175,1045437,32.21
327,8070,長華電材,969558,854144,1056947,13.51,-8.26,969558,1056947,-8.26
328,8112,至上電子,2944103,2904979,3465757,1.34,-15.05,2944103,3465757,-15.05
329,2427,三商電腦,148089,281792,127302,-47.44,16.32,148089,127302,16.32
330,2453,凌群,156836,541204,155034,-71.02,1.16,156836,155034,1.16
331,2468,華經,93180,162282,117484,-42.58,-20.68,93180,117484,-20.68
332,2471,資通,64061,85714,42061,-25.26,52.3,64061,42061,52.3
333,2480,敦陽科技,320999,367861,326054,-12.73,-1.55,320999,326054,-1.55
334,3021,衛展資訊,39259,57046,49281,-31.18,-20.33,39259,49281,-20.33
335,3029,零壹科技,384956,377065,255155,2.09,50.87,384956,255155,50.87
336,3130,一零四,82901,82609,65236,0.35,27.07,82901,65236,27.07
337,5203,訊連,124106,350512,149580,-64.59,-17.03,124106,149580,-17.03
338,6112,聚碩,411808,433648,301741,-5.03,36.47,411808,301741,36.47
339,6183,關貿,62947,175633,60901,-64.15,3.35,62947,60901,3.35
340,6214,精誠資訊,768813,1134518,665200,-32.23,15.57,768813,665200,15.57
341,2312,金寶電子,1765522,2400026,1553086,-26.43,13.67,1765522,1553086,13.67
342,2317,鴻海,186234120,244683538,136337191,-23.88,36.59,186234120,136337191,36.59
343,2354,鴻準,6502339,6211582,8317839,4.68,-21.82,6502339,8317839,-21.82
344,2360,致茂電子,446807,368142,434177,21.36,2.9,446807,434177,2.9
345,2371,大同,3180020,3152104,3064516,0.88,3.76,3180020,3064516,3.76
346,2373,震旦行,231777,265872,211997,-12.82,9.33,231777,211997,9.33
347,2390,云辰,36647,40728,58433,-10.02,-37.28,36647,58433,-37.28
348,2404,漢唐,440271,543711,408368,-19.02,7.81,440271,408368,7.81
349,2423,固緯,125854,163216,109059,-22.89,15.39,125854,109059,15.39
350,2433,互盛電,111109,120637,107363,-7.89,3.48,111109,107363,3.48
351,2461,光群雷射,37998,56401,38184,-32.62,-0.48,37998,38184,-0.48
352,2464,盟立,537673,682748,382963,-21.24,40.39,537673,382963,40.39
353,2477,美隆電,419811,377475,223512,11.21,87.82,419811,223512,87.82
354,2482,連宇,70642,88904,56280,-20.54,25.51,70642,56280,25.51
355,2488,漢平,90740,114851,93219,-20.99,-2.65,90740,93219,-2.65
356,2495,普安,209883,208785,208270,0.52,0.77,209883,208270,0.77
357,2497,怡利電子,74022,100620,46089,-26.43,60.6,74022,46089,60.6
358,3018,同開科技,30345,129348,7564,-76.54,301.17,30345,7564,301.17
359,3030,德律科技,286868,136596,210896,110.01,36.02,286868,210896,36.02
360,3043,科風,538049,535499,226616,0.47,137.42,538049,226616,137.42
361,3052,夆典,141020,134303,240956,5.0,-41.47,141020,240956,-41.47
362,3305,昇貿科技,365616,303530,265080,20.45,37.92,365616,265080,37.92
363,3450,聯鈞,205338,216115,158984,-4.98,29.15,205338,158984,29.15
364,3518,柏騰科技,11603,19334,17158,-39.98,-32.37,11603,17158,-32.37
365,3617,碩天科技,197102,319072,140848,-38.22,39.93,197102,140848,39.93
366,6139,亞翔工程,249023,353110,201682,-29.47,23.47,249023,201682,23.47
367,6192,巨路國際,390050,332680,324196,17.24,20.31,390050,324196,20.31
368,6196,帆宣科技,510590,1686660,248361,-69.72,105.58,510590,248361,105.58
369,6197,佳必琪,212659,179121,359777,18.72,-40.89,212659,359777,-40.89
370,6201,亞弘電,324711,251970,338659,28.86,-4.11,324711,338659,-4.11
371,6215,和椿科技,103852,99831,92190,4.02,12.64,103852,92190,12.64
372,8021,尖點,105632,97644,73679,8.18,43.36,105632,73679,43.36
373,8201,無敵,188881,211878,269398,-10.85,-29.88,188881,269398,-29.88
